predicted,target
0.02108168601989746,0.6551678269742068
-0.04173748567700386,-0.06635649880392458
-0.5328757166862488,-0.8643440891083016
-0.577627420425415,-0.8633437189227342
0.9783937335014343,1.5182954160005957
-0.030886411666870117,1.2232386836668865
0.7909996509552002,0.728262380844158
0.7330557107925415,0.707198862784824
0.7356884479522705,0.28091964679106884
-0.912041425704956,-1.0374915743900788
0.4344305396080017,1.4530704290346015
-0.6793470978736877,-0.5556008419926123
-0.04328421130776405,-0.5048110549367371
-0.5050814151763916,0.01722257717832265
0.9933004975318909,0.865345505854508
0.6697455048561096,0.6971681437290552
0.4560229182243347,-0.22526442954528214
-0.7319443225860596,-0.9252252540664982
-0.00477755069732666,-0.09713912154366147
-0.00431302934885025,0.6584027209853855
-0.03483717516064644,-0.37146741950853845
0.7515124082565308,0.8813677964847804
-1.0711156129837036,-1.1108768461955927
-0.9804206490516663,-1.4003927162534064
0.6179860830307007,0.6444110617205929
-0.036784280091524124,-1.0149287662186048
0.022832512855529785,-1.0533221125622474
-0.034372687339782715,-0.7372585642471208
-0.04255761578679085,1.2329176336387828
0.2723184823989868,0.5892817291211937
1.0452353954315186,1.2273426847818738
0.017544493079185486,-0.9171917111535401
0.6351649165153503,0.5874156300463913
-0.04850322753190994,0.666522978188356
-0.7344734072685242,-1.3047382761103168
0.0027037858963012695,-0.6892108187090338
0.5608668923377991,0.6494662682799017
-0.40557724237442017,-0.7305119848661678
0.23241017758846283,0.10553927838577674
-0.01196908950805664,-0.2929985215227627
-0.05244731530547142,-0.903188831956308
-0.04423905536532402,1.1334916778806297
0.7111698985099792,0.6321531929617523
0.014063134789466858,0.2020991790566862
-1.0388295650482178,-1.2774459528693054
0.869642972946167,0.5761708877393612
-0.03520505502820015,-0.5370101813165307
-0.046872589737176895,-0.15852324662965553
0.47673529386520386,0.5052760993718067
1.0004196166992188,1.0649010675120767
-0.03865973651409149,-0.42472078778682204
-0.003092065453529358,1.0337342384598256
-0.6047249436378479,-0.43484932115465036
-0.09814795851707458,-0.10439891670893398
-0.651850163936615,-0.6953944067990993
-0.038018956780433655,-1.067256987280602
-0.009243465960025787,-1.5363323416552856
-0.9808409214019775,-0.7991866822900333
0.787423312664032,0.8249481603205502
0.281854510307312,1.043173493007145
0.8671737313270569,0.7813957906171136
-0.05260482430458069,-0.3180753727895753
1.0112054347991943,1.1859692585812098
0.23838116228580475,0.4450974493454643
-0.03044833056628704,1.2555850870575391
0.5071514248847961,0.22456772296849412
-0.042612649500370026,1.14258497930628
0.3928617238998413,0.5631547970129912
-0.9476754069328308,-0.6517638524610143
0.08643598854541779,0.07629500908578145
-0.2876446843147278,-0.21152871240617444
0.4381875991821289,0.6244683402404381
-0.03708221763372421,-1.0323918137302721
-0.2824718952178955,-0.33784863447875446
-1.0085797309875488,-1.2452289517263437
0.9765745997428894,0.6824439829227362
0.6401307582855225,-0.07857237610559681
0.1835014373064041,0.4894434333675139
0.9302856922149658,0.710548338063625
-0.022213855758309364,0.028041680246914835
-0.014446139335632324,0.8563576155644966
0.039816878736019135,-0.6250619767856946
0.4030986428260803,0.7546879912970984
-0.9891904592514038,-0.9262504675857721
0.47748667001724243,0.3099372346308217
0.036075569689273834,1.5866341830890585
-0.9385589957237244,-1.329352595694221
-0.04233356937766075,1.0810508265227972
-0.029432136565446854,0.35245793112813456
-0.876430094242096,-0.3609805518195106
-0.029791347682476044,0.11471736526864296
-0.32593047618865967,0.1921564286603185
-0.04386049509048462,-0.1929275237577584
-0.3970487713813782,-0.27211530411502993
-0.024892177432775497,-0.3297634596313286
0.678076982498169,0.5503779332374193
-0.9187321066856384,-0.6913946045538283
-0.24107030034065247,0.03429931365215266
0.710935115814209,0.2935824947578713
-0.7099506855010986,-0.7233880248964196
-0.5408782958984375,-0.6007097619375146
-0.030317101627588272,0.7347250989390478
0.21555878221988678,-0.7006085587611077
0.895825207233429,0.7485347666420824
-0.04771468788385391,-0.861992001113337
1.0003955364227295,1.4211527285079948
0.501364529132843,0.07089775926648312
-0.007450539618730545,-0.5894783608797487
0.01566324383020401,0.6654270627159606
-0.9631664156913757,-1.5601832864054694
-0.7482330799102783,-0.7301978549949687
0.7098199129104614,0.8863747455234712
-0.051561713218688965,-0.3431333578669306
-0.4027882218360901,-0.4149894354146401
-0.7342867255210876,-0.9521156751695052
-0.01754206046462059,0.21767758350451408
-0.6453037261962891,-0.37317036456571717
-0.2260311245918274,-0.2219201923166519
-0.9882845878601074,-1.1492429778652036
0.8190539479255676,0.4814120690829835
0.5810785293579102,0.640668742245735
-0.04536837339401245,0.5368920948392525
-1.1599518060684204,-1.1014434791178798
-0.006051715463399887,-0.7374131971451358
-0.03365793451666832,-0.06798454784629647
-0.04090501740574837,1.1063913402503407
-0.016189079731702805,0.5710344894517712
-0.19985553622245789,-0.5644089590726562
-0.005671553313732147,-0.587383820997402
-0.026214811950922012,-1.2950427172444077
0.016974717378616333,-0.2115319449347913
-0.812221348285675,-0.6244738370268187
0.49920618534088135,0.799065130205227
-0.19555170834064484,-0.3083958471010071
-0.6517065763473511,-0.6047518310285104
0.014756567776203156,1.0577067679624401
0.4156078100204468,0.4929006706377906
0.8411967754364014,0.8681714747386791
-0.021747710183262825,0.030871916231981822
-0.05131417512893677,-1.2613440044414657
0.013681113719940186,-0.14562597177568887
0.8087500333786011,0.9071227137240488
-0.030683018267154694,1.0822125803520983
0.8503302931785583,0.6769385161263786
0.36982059478759766,0.8354113911377783
-0.2451741099357605,-0.9836533219262752
-0.06904026865959167,0.444326499938396
0.4310908317565918,0.1477283792606149
-0.9580329060554504,-0.8675519086360928
-1.0950819253921509,-1.0720237150481782
-0.8711497187614441,-1.0349665997162398
-0.20128966867923737,-1.237598261507499
-0.0224781297147274,-0.35103215510307284
0.5275745391845703,0.676575668644082
0.0259702131152153,-0.12059632687798562
-0.9887128472328186,-0.8883166573381817
-0.9348204135894775,-0.9159802522464089
0.006801620125770569,0.8650217352727267
-0.41582202911376953,0.0024849880597938023
0.5325829982757568,-0.06453864901470735
0.6550517082214355,0.7599999851998481
0.9276238083839417,0.9482108467175197
0.9145663976669312,0.28242314625361953
-0.2772008180618286,-0.14857068003752355
0.7818781733512878,0.35737812943195674
0.8430328369140625,1.2460410920867298
0.04862715303897858,0.1765998199545378
0.2929707169532776,0.7246687072638054
-0.5394520163536072,-0.09696991969875457
-0.0011597052216529846,0.8164052692371508
-0.029748637229204178,0.2473988638866551
-0.8766759037971497,-1.3732658306358319
0.0498582199215889,-0.17304073775250262
0.002524957060813904,-0.8207117393456148
-0.04420136660337448,1.021679984064558
0.9076457023620605,1.3888415015316402
0.26721465587615967,0.015860214046516996
-0.384027361869812,-0.5356999683656285
-0.8298847079277039,-1.1874925935516099
-0.35700029134750366,-0.13827426138948856
-0.0289219431579113,-0.1316049191349255
0.3066191077232361,0.5150591945699821
-0.03424839302897453,0.17335998970873878
-0.5366033911705017,-0.2097150977197184
0.01791483908891678,-0.779676321120413
-0.9026592373847961,-0.8206421027898854
-0.9858137965202332,-1.314602176952693
0.023453742265701294,-1.4184919665130833
-0.4369157552719116,-0.6102253643671294
-0.043284207582473755,0.8687444332905222
-0.2676061987876892,0.1466071109263504
-0.3157481551170349,-1.036093263645225
0.4279271960258484,0.8622669542227591
-0.672785222530365,-0.35457720521852854
1.014697790145874,1.4774645097750878
-0.04116374999284744,0.49335296706976217
0.2168678492307663,0.7537670384182432
-0.04677248001098633,0.7887916837075115
-0.043333470821380615,-0.3655250140165145
0.9169737100601196,1.095289095483996
-0.9176054000854492,-1.3373963068130164
-1.0144381523132324,-1.2656939081018688
0.9247755408287048,0.45398144678225244
0.9483397006988525,1.0169039147732142
-0.010224837809801102,-0.4038216896471972
-0.03336483612656593,0.15305945756142741
0.6847932934761047,0.7600396691977716
0.1047784835100174,-0.7195722962248713
0.4778560400009155,0.8709357325407134
-0.8950836658477783,-0.7209878252555226
0.6915450692176819,0.47355319519848305
-0.043289750814437866,0.7265725807646332
-0.27231794595718384,-0.7708578750035787
-0.04782726615667343,-0.23821754214914864
-0.045995041728019714,0.7371387948584107
-0.9823514819145203,-0.7523695112698456
0.2598693370819092,0.812172097007922
0.9543941617012024,1.1556516999046138
0.007911775261163712,1.2878523785674096
-0.016554102301597595,0.9399057478578406
-0.6248615384101868,-1.0866687577093148
1.030555248260498,1.1622740255393709
-0.03656361252069473,-0.8316979200974057
0.9789733290672302,1.0973402020543608
1.0618125200271606,1.1145322997782774
-1.0565299987792969,-0.996608965853946
0.015237301588058472,0.8201679903613532
0.03375980257987976,-0.5700876131445272
-0.04492012783885002,0.5740728143855696
-0.021880244836211205,-0.5184960514355598
0.28341686725616455,-0.23755876539195658
-0.17791929841041565,0.18303714593656256
0.6831077933311462,0.7815094101004838
-0.8009995818138123,-0.5413529908360942
0.5966837406158447,0.18736052096665168
0.011061202734708786,-0.37134760661876004
-1.0278187990188599,-1.3277283761639744
0.5850920081138611,0.4842465980624576
-0.6398760676383972,-0.6976911249355588
-0.6726384162902832,-0.8275362947254213
0.28838592767715454,0.009893774441150527
-0.1996091604232788,0.08833520318065793
-0.029901426285505295,0.22026662963333088
0.3560786843299866,-0.3513706216995173
-0.7949617505073547,-0.8486759723972649
-0.23877064883708954,-0.21041137536177545
-0.17935463786125183,0.061380243186123895
0.8216629028320312,0.7561864666358294
0.4904617667198181,0.36328332068987684
-0.04345026984810829,1.092905136626814
0.9563770890235901,1.288133110868507
-0.4648171663284302,-0.7956275746405489
-0.04753391817212105,1.030449509052581
-0.04475214332342148,-0.059641542530191355
0.015024960041046143,0.8548462493500807
0.9676578640937805,1.1140369218346922
0.9290899634361267,0.8668637717383793
1.0793651342391968,0.375648358716446
1.027396321296692,0.916997950693492
0.8214373588562012,0.6171847853532347
-0.5460667610168457,-0.598284852468993
-0.04171903431415558,0.6942339518416489
-0.3878999352455139,-1.1633494165841998
-1.030551791191101,-0.45441083539761173
0.6890928745269775,0.07163787119861842
-0.5017989873886108,0.09980304634495196
-0.0440758615732193,0.8460700961692748
0.9082789421081543,1.186159451113195
-0.03311455622315407,0.38883842356409837
0.900297224521637,0.9109737565952045
-0.043284669518470764,-0.13125259323728866
-0.04340875893831253,0.2381974573238138
0.5546359419822693,0.8562983709781774
0.3563748002052307,0.2876349485524075
-0.878997266292572,-0.8508107728756861
0.5958773493766785,0.8256363911623841
-0.7168344855308533,-0.8522888537957647
-0.005621030926704407,-0.3323771791336808
-0.011890232563018799,-0.9209120389387804
-0.3608967661857605,-0.26847415662151786
-0.07672903686761856,0.24405577697207764
-0.004928436130285263,0.1076796271000622
-0.05158524215221405,-1.0508664093450428
-0.7991623878479004,-0.6630770201415559
