-0.29311755,0.47244915,-0.9712354
-0.1179657,0.31712425,-0.9689993
0.8248726,-0.85245985,-0.8817952
0.6488223,-0.56619287,-0.94471335
-0.23361498,-0.33136612,0.9933805
-0.21629724,0.40597066,-0.97028285
0.34531164,-0.16983818,-0.9610841
0.2723981,-0.3058586,0.96531
0.41919985,-0.9941156,-0.19183183
0.8254682,-0.89902496,-0.8488731
0.6372094,0.27751434,-0.038585987
0.07786945,-0.47479826,0.99114954
0.65106666,0.3125896,-0.16242002
-0.96819246,-0.35102743,0.8099219
0.08378617,0.119227916,-0.9661187
0.777403,-0.76406276,-0.9166778
-0.6275083,-0.687928,0.94644624
-0.26327348,-0.6740759,0.97274303
-0.25932345,0.4436197,-0.9708221
-0.25992516,0.4441389,-0.97082955
-0.20084225,0.39233634,-0.97008526
-0.9801487,-0.7592583,-0.6217987
-0.47378355,-0.9915617,-0.072862744
0.18907824,0.007660861,-0.96440387
0.32718274,-0.14827907,-0.96153057
-0.19337024,0.38570023,-0.96998924
-0.29541093,0.47438002,-0.97126305
-0.20263818,0.3939271,-0.97010833
-0.17173643,0.36632392,-0.96970904
0.5339341,0.09256352,0.578014
0.3836616,-0.21605578,-0.9600938
-0.28849718,0.46854877,-0.97117954
0.7775624,-0.9728421,-0.6057342
0.6474738,0.30322933,-0.1302956
0.42546207,-0.04215944,0.82722574
-0.26904416,0.4519821,-0.970942
-0.08453337,0.2857876,-0.9685476
0.22651313,-0.42332676,0.98186034
0.6958102,-0.6328585,-0.9393194
-0.25004134,0.43558413,-0.9707069
-0.13556348,0.33338898,-0.9692338
-0.16557407,0.36076048,-0.9696287
0.77520674,-0.760452,-0.917587
-0.283936,0.4646852,-0.9711242
-0.9856294,-0.31265917,0.553982
-0.91437787,-0.87551737,-0.67808837
-0.19942309,0.39107823,-0.9700671
-0.15603916,0.352114,-0.9695039
-0.91339433,-0.39706528,0.9423201
0.5677873,0.14067073,0.43744442
-0.18625964,0.37935817,-0.96989745
-0.2615074,0.4455034,-0.9708491
0.6472311,-0.5639535,-0.9448735
0.5220245,0.07633159,0.61885285
0.07122554,-0.4719106,0.9912231
-0.18867986,0.3815197,-0.96992874
-0.2535523,0.4386294,-0.9707505
0.16996697,-0.5092571,0.98982495
0.58450603,0.16558328,0.35332432
-0.09943591,0.2998269,-0.96875
-0.18607478,-0.35343215,0.9932306
-0.12239867,0.32123634,-0.9690586
0.58187616,-0.992364,-0.2901275
0.69611907,-0.63334227,-0.93926203
-0.21799244,0.4074717,-0.97030437
-0.09415347,-0.3974476,0.9926748
-0.17153463,0.3661419,-0.9697064
0.035017956,0.16900992,-0.9668532
-0.29836172,-0.7152723,0.96444947
-0.6525734,-0.8216665,-0.85787606
0.50555414,-0.36926785,-0.95570713
0.53903955,0.0996286,0.5592083
-0.19223517,0.38468957,-0.9699746
0.14600378,0.0538851,-0.9651357
0.4854813,0.028591031,0.7207334
-0.8369456,-0.48734918,0.9590395
-0.06941165,0.2714253,-0.9683404
-0.92769474,-0.3824293,0.9288509
0.7613055,-0.73754513,-0.9228639
-0.23617263,0.4234882,-0.97053355
-0.24685758,0.43281686,-0.9706672
0.08834748,-0.9961493,0.022759572
-0.078152984,-0.40489805,0.9925618
-0.020727817,0.2243855,-0.9676601
0.62910235,0.25764927,0.034159757
-0.31321707,0.48924598,-0.97147506
0.19278628,-0.49283847,0.98802656
-0.17256251,0.36706817,-0.9697198
-0.22365393,0.4124786,-0.97037596
0.49147657,0.036218658,0.7061934
-0.22087681,0.4100248,-0.97034085
-0.9601564,-0.35344973,0.8543515
0.6506611,0.3115092,-0.15874296
0.024275457,-0.4512993,0.9917053
-0.23241614,0.42019343,-0.9704864
-0.12518433,-0.3828262,0.99287975
-0.35104913,-0.7321936,0.957788
-0.9550309,-0.35424978,0.8741497
0.40462396,-0.99428654,-0.18248086
0.085324585,-0.4780305,0.9910654
0.50551915,0.054394107,0.668942
-0.21849953,0.40792093,-0.97031075
-0.058498416,0.26098716,-0.9681897
-0.8745673,-0.40038967,0.9638655
-0.15301938,0.34936598,-0.96946424
0.5656735,0.13757755,0.44736212
0.59084976,0.17525032,0.3187333
-0.051662832,0.25441775,-0.9680948
-0.28604668,0.46647462,-0.9711498
0.5874146,-0.48037705,-0.9501747
0.820196,-0.9271889,-0.8110611
-0.68689036,-0.6553433,0.9481958
-0.119117945,0.3181941,-0.96901476
0.65907204,-0.5806298,-0.94365424
0.82608634,-0.8688493,-0.8723155
-0.99084306,-0.52704734,-0.4161239
-0.99249196,-0.36126477,-0.18557057
-0.0063969097,-0.996304,0.07902953
-0.018717896,0.2224171,-0.9676316
0.6337669,0.2690237,-0.0074054454
0.106312305,0.095808506,-0.96576923
-0.16146831,0.35704294,-0.96957505
-0.9876929,-0.3090276,0.45908415
-0.2576746,0.44219583,-0.97080165
-0.20541306,0.39638156,-0.97014385
-0.17785273,0.37182644,-0.9697886
-0.24456406,0.43081963,-0.9706386
0.64451826,0.29573014,-0.103728734
-0.2581663,0.44262058,-0.97080773
-0.2305648,0.4185668,-0.9704631
-0.28775457,0.46792057,-0.97117054
0.6247854,-0.53244424,-0.9470171
-0.2525869,-0.4603785,0.9892069
-0.95211786,-0.35496822,0.8832612
0.0008390628,0.20315412,-0.9673518
-0.2848505,0.46546087,-0.9711353
0.46259037,-0.31371486,-0.95782083
0.761557,-0.9795479,-0.54539317
-0.23682761,0.42406172,-0.9705418
-0.13996266,0.33743015,-0.96929204
-0.2834325,0.46425784,-0.97111803
-0.9744229,-0.7943803,-0.63993615
-0.21708605,0.4066686,-0.97029287
-0.9707757,-0.81093025,-0.6418731
-0.094730176,0.29540583,-0.9686863
0.64399236,0.29440594,-0.099029556
0.23862281,-0.39506418,0.9786846
