2.2311568,-0.4366057,-0.44353923,-0.45416582,-0.44189572,-0.45533037
2.23138,-0.43836862,-0.44155434,-0.46568674,-0.4150982,-0.47193235
2.1743963,-0.4039337,-0.505043,-0.41317195,-0.035567615,-0.82148314
2.2190595,-0.42557967,-0.4579307,-0.47959358,-0.26261735,-0.6019504
-1.7113141,-0.027823165,1.7366335,0.08962302,-0.09739643,0.021464303
2.2311666,-0.43399453,-0.44377902,-0.46182704,-0.43054456,-0.46412122
2.2274032,-0.428299,-0.45190504,-0.48060608,-0.34442374,-0.5282785
-1.1754678,-0.23906004,2.1079137,-0.19970386,-0.25807136,-0.22562025
0.8100863,-0.5753428,-0.5836234,1.0707964,0.9220779,-1.6367803
2.1358857,-0.41469294,-0.537094,-0.3347342,0.08729203,-0.9359718
-0.48259646,-0.4313141,2.2446504,-0.4426276,-0.43905175,-0.44394863
-1.5017473,-0.11446409,1.9120762,-0.041410998,-0.1576181,-0.08527778
-0.4452616,-0.43951434,2.2475424,-0.45663738,-0.45013818,-0.4512691
-1.8295685,-0.13431789,1.2106907,0.9886589,-0.38236588,0.15454204
2.227799,-0.4298061,-0.44666043,-0.47507006,-0.3854468,-0.49398452
2.204164,-0.411815,-0.4917772,-0.44931608,-0.13844806,-0.71818197
-1.9418074,0.038175866,1.3758821,0.4755088,-0.124987945,0.18183519
-1.8768499,0.034260765,1.5460432,0.25272304,-0.07148665,0.120936796
2.2306638,-0.43406862,-0.44355926,-0.45798665,-0.4374115,-0.45998865
2.2306528,-0.43408012,-0.4435542,-0.45792627,-0.43750745,-0.4599228
2.2313724,-0.4342131,-0.44351646,-0.46274406,-0.42812002,-0.46571106
-0.83912545,-0.8430958,0.4949427,1.9772624,-0.5491874,-0.23035382
-0.40985137,-1.0458274,-0.054256827,2.0042665,0.31679186,-0.80721235
2.2296336,-0.43166804,-0.4478018,-0.48053038,-0.3711862,-0.5057186
2.2264354,-0.42825228,-0.45127,-0.47984362,-0.34780484,-0.52607864
2.231453,-0.43438566,-0.44336572,-0.46313202,-0.4269493,-0.46643972
2.231399,-0.43701208,-0.44342873,-0.4540878,-0.44216466,-0.45464283
2.231351,-0.4341777,-0.44355193,-0.46264726,-0.4284014,-0.46553087
2.231596,-0.43511325,-0.44289967,-0.46411788,-0.42355552,-0.46836084
-0.706995,-0.36694187,2.2284267,-0.3741868,-0.3851806,-0.38604087
2.2290719,-0.4286577,-0.45345774,-0.48190284,-0.3368348,-0.53268653
2.2304564,-0.43547118,-0.44337896,-0.45478827,-0.44174325,-0.45631468
1.7728812,-0.44988292,-0.6232641,0.12816943,0.54122406,-1.38091
-0.45235026,-0.43981415,2.2454402,-0.45027763,-0.4462644,-0.45148218
-0.86868834,-0.32707316,2.2000933,-0.31676173,-0.3389172,-0.33426815
2.2304745,-0.43428934,-0.44347355,-0.45698673,-0.438961,-0.4588958
2.2321303,-0.43505085,-0.44454214,-0.46519762,-0.41299686,-0.47635424
-1.3132839,-0.1838181,2.0377178,-0.14025329,-0.2163079,-0.17243953
2.220933,-0.423577,-0.4660221,-0.46993452,-0.23911381,-0.6272643
2.2308178,-0.43392968,-0.44362828,-0.45889485,-0.43593127,-0.46097624
2.2315419,-0.43708265,-0.44202283,-0.46531415,-0.4178687,-0.47095042
2.2316127,-0.43538237,-0.442759,-0.46436155,-0.4225878,-0.4688568
2.205063,-0.41228324,-0.49104807,-0.45036227,-0.14183365,-0.7147299
2.2301269,-0.4347809,-0.44331512,-0.45535547,-0.44133317,-0.45710176
-1.7213268,-0.2319199,1.1281526,1.2088888,-0.48053545,0.09236874
-0.52143764,-1.175685,0.30227908,2.0263548,-0.33905518,-0.29864156
2.231389,-0.43424273,-0.4434882,-0.46281976,-0.42789778,-0.46585202
2.2316175,-0.43585253,-0.44253424,-0.46470624,-0.42108965,-0.46957994
-1.9023348,-0.03768392,1.2845688,0.7630203,-0.2814283,0.18607922
-0.6457302,-0.39393616,2.2356327,-0.38721943,-0.3969936,-0.4031425
2.2315142,-0.43458754,-0.44321737,-0.4634784,-0.42583442,-0.467102
2.2306237,-0.43411124,-0.44354126,-0.4577666,-0.4377597,-0.45974863
2.2193391,-0.42554092,-0.4580411,-0.4796191,-0.26320064,-0.601433
-0.727548,-0.36168766,2.2248356,-0.36800188,-0.38124678,-0.3766656
-1.5064844,-0.11257285,1.9083097,-0.038658723,-0.15611434,-0.08296649
2.231495,-0.4345147,-0.4432685,-0.46336287,-0.42621395,-0.46687996
2.2307625,-0.4339739,-0.4436036,-0.4585566,-0.43649125,-0.46060914
-1.4304285,-0.13951305,1.9631221,-0.08103232,-0.17715225,-0.12224029
-0.6121094,-0.39630532,2.2340057,-0.40134674,-0.40459895,-0.4132772
2.2316892,-0.4363866,-0.44314244,-0.46539992,-0.4139466,-0.47441465
-1.6810817,-0.041409805,1.7632363,0.06921898,-0.10459754,0.0042736083
2.2314308,-0.4380325,-0.44167313,-0.46560925,-0.41579506,-0.4717
1.1305794,-0.5403007,-0.6100713,0.7928185,0.85706013,-1.6246455
2.220836,-0.423553,-0.46608165,-0.46987885,-0.23876894,-0.62752664
2.2311563,-0.4339723,-0.44377473,-0.46169204,-0.43081537,-0.463978
-1.6218618,-0.06695363,1.814235,0.030659467,-0.120031655,-0.027528688
2.2315965,-0.43512177,-0.44289514,-0.46412593,-0.42352384,-0.4683773
2.2269986,-0.42998832,-0.4455413,-0.4733026,-0.39218557,-0.49168193
-1.8909624,0.039995417,1.5075476,0.2910211,-0.07413505,0.13459708
-0.052914932,-1.8408898,0.35464546,1.5761532,0.011527475,-0.060256466
2.2262845,-0.4259265,-0.45487502,-0.4812674,-0.3100683,-0.55983585
-0.69812137,-0.36995924,2.2306411,-0.37557793,-0.38771334,-0.38832456
2.2314634,-0.4344154,-0.4433423,-0.4631887,-0.42677128,-0.4665475
2.2318485,-0.43067575,-0.4501516,-0.4792276,-0.37704417,-0.50137985
-0.7845955,-0.34972912,2.2167346,-0.35037637,-0.36800736,-0.3560853
-1.9331855,-0.0032393485,1.3306034,0.6380671,-0.22148669,0.20651628
2.2318592,-0.4349385,-0.44471022,-0.46696872,-0.41148466,-0.4766252
-1.8900617,-0.05410768,1.2685443,0.8012161,-0.2948517,0.17917646
2.209411,-0.41498488,-0.4860722,-0.456307,-0.16242771,-0.69389164
2.2310007,-0.4338495,-0.443709,-0.46016914,-0.4337183,-0.46235222
2.2308648,-0.4338976,-0.44364908,-0.45919615,-0.4354233,-0.4613027
0.22782724,-0.65873355,-0.45269123,1.5125437,0.8797858,-1.5081404
-1.6109198,-0.071251124,1.8233314,0.023921475,-0.123413116,-0.032728925
2.2301712,-0.43847495,-0.44590196,-0.46909374,-0.40135,-0.48038965
-0.50684947,-0.42474937,2.2448454,-0.43709505,-0.43353558,-0.43782037
2.2282486,-0.43267494,-0.44093052,-0.45229262,-0.44588596,-0.45508802
-1.3958579,-0.15060303,1.9853992,-0.098732576,-0.1864383,-0.13992362
2.2315927,-0.43507928,-0.44291833,-0.46408397,-0.42368522,-0.46829253
2.2311177,-0.43390673,-0.4437591,-0.46123546,-0.4317196,-0.46349305
-0.77559316,-0.35136265,2.216684,-0.35376203,-0.3707916,-0.35887617
2.2311378,-0.43393576,-0.44376734,-0.46146148,-0.43127602,-0.46373338
-1.8453244,-0.1182784,1.2281265,0.9318673,-0.35320365,0.16580953
-0.44590127,-0.4399793,2.2473514,-0.45596623,-0.45052865,-0.45064604
-1.5397918,-0.09927548,1.8817451,-0.019257724,-0.14552987,-0.06669502
2.2310405,-0.43385404,-0.4437262,-0.46049732,-0.4331187,-0.46270442
-1.6429486,-0.05865985,1.796659,0.04366973,-0.11352196,-0.017482623
-1.905222,0.04036902,1.4759064,0.33290535,-0.08122808,0.1506765
-1.8524945,-0.10666169,1.2347878,0.9042781,-0.33654654,0.16551138
0.7784549,-0.5764805,-0.5786444,1.0954212,0.92584956,-1.6369915
-1.496425,-0.116588786,1.9163046,-0.04450099,-0.15930685,-0.08787377
-0.7538384,-0.35558373,2.2189815,-0.35943902,-0.37599316,-0.3653198
2.231153,-0.43396533,-0.44377348,-0.46165186,-0.43089634,-0.46393543
2.2315624,-0.4350741,-0.4447033,-0.46841657,-0.41031784,-0.47656685
-1.9243599,-0.0077576786,1.3268625,0.6753059,-0.24902791,0.18987025
2.2316139,-0.43601495,-0.44246128,-0.4648074,-0.42061493,-0.46979773
-0.64970577,-0.3937469,2.2354445,-0.38487583,-0.39599785,-0.40195477
-0.59817874,-0.39794996,2.23229,-0.40556896,-0.40778935,-0.41722775
2.2322295,-0.43481177,-0.4463363,-0.46871436,-0.40866643,-0.4770496
2.2300808,-0.43487662,-0.44329235,-0.4551131,-0.44166255,-0.45683092
2.2268856,-0.42430133,-0.46029368,-0.4803453,-0.28437778,-0.5824836
2.085227,-0.4218374,-0.559098,-0.25423133,0.18595071,-1.0399832
